kernel,impl,mode,result,failed_vlens
volk_32f_invsqrt_32f,recip_sqrt,impl,FAIL,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_invsqrt_32f,u_avx,impl,FAIL,2 3 4 5 6 7 
volk_32f_invsqrt_32f,u_avx2,impl,FAIL,2 3 4 5 6 7 
volk_32f_invsqrt_32f,u_avx512f,impl,FAIL,2 3 4 5 6 7 8 9 10 11 12 13 14 15 
volk_32f_invsqrt_32f,u_sse,impl,FAIL,2 3 
volk_32f_invsqrt_32f,Q_rsqrt,misaligned,ok,
volk_32f_invsqrt_32f,generic,misaligned,ok,
volk_32f_invsqrt_32f,recip_sqrt,misaligned,ok,
volk_32f_invsqrt_32f,u_avx,misaligned,ok,
volk_32f_invsqrt_32f,u_avx2,misaligned,ok,
volk_32f_invsqrt_32f,u_avx512f,misaligned,ok,
volk_32f_invsqrt_32f,u_sse,misaligned,ok,
volk_32f_log2_32f,a_avx2,canary,ok,
volk_32f_log2_32f,a_avx2_fma,canary,ok,
volk_32f_log2_32f,a_avx512,canary,ok,
volk_32f_log2_32f,a_avx512dq,canary,ok,
volk_32f_log2_32f,a_sse4_1,canary,ok,
volk_32f_log2_32f,generic,canary,ok,
volk_32f_log2_32f,u_avx2,canary,ok,
volk_32f_log2_32f,u_avx2_fma,canary,ok,
volk_32f_log2_32f,u_avx512,canary,ok,
volk_32f_log2_32f,u_avx512dq,canary,ok,
volk_32f_log2_32f,u_sse4_1,canary,ok,
volk_32f_log2_32f,a_avx2,immutable,ok,
volk_32f_log2_32f,a_avx2_fma,immutable,ok,
volk_32f_log2_32f,a_avx512,immutable,ok,
volk_32f_log2_32f,a_avx512dq,immutable,ok,
volk_32f_log2_32f,a_sse4_1,immutable,ok,
volk_32f_log2_32f,generic,immutable,ok,
volk_32f_log2_32f,u_avx2,immutable,ok,
volk_32f_log2_32f,u_avx2_fma,immutable,ok,
volk_32f_log2_32f,u_avx512,immutable,ok,
volk_32f_log2_32f,u_avx512dq,immutable,ok,
volk_32f_log2_32f,u_sse4_1,immutable,ok,
volk_32f_log2_32f,generic,misaligned,ok,
volk_32f_log2_32f,u_avx2,misaligned,ok,
volk_32f_log2_32f,u_avx2_fma,misaligned,ok,
volk_32f_log2_32f,u_avx512,misaligned,ok,
volk_32f_log2_32f,u_avx512dq,misaligned,ok,
volk_32f_log2_32f,u_sse4_1,misaligned,ok,
volk_32f_log2_32f,a_avx2,ref,ok,
volk_32f_log2_32f,a_avx2_fma,ref,ok,
volk_32f_log2_32f,a_avx512,ref,ok,
volk_32f_log2_32f,a_avx512dq,ref,ok,
volk_32f_log2_32f,a_sse4_1,ref,ok,
volk_32f_log2_32f,generic,ref,ok,
volk_32f_log2_32f,u_avx2,ref,ok,
volk_32f_log2_32f,u_avx2_fma,ref,ok,
volk_32f_log2_32f,u_avx512,ref,ok,
volk_32f_log2_32f,u_avx512dq,ref,ok,
volk_32f_log2_32f,u_sse4_1,ref,ok,
volk_32f_null_32f,-,canary,skip,no-qa-entry
volk_32f_null_32f,-,immutable,skip,no-qa-entry
volk_32f_null_32f,-,misaligned,skip,no-qa-entry
volk_32f_null_32f,-,sweep,skip,no-qa-entry
volk_32f_reciprocal_32f,a_avx,canary,ok,
volk_32f_reciprocal_32f,a_avx512,canary,ok,
volk_32f_reciprocal_32f,a_sse,canary,ok,
volk_32f_reciprocal_32f,generic,canary,ok,
volk_32f_reciprocal_32f,u_avx,canary,ok,
volk_32f_reciprocal_32f,u_avx512,canary,ok,
volk_32f_reciprocal_32f,u_sse,canary,ok,
volk_32f_reciprocal_32f,a_avx,immutable,ok,
volk_32f_reciprocal_32f,a_avx512,immutable,ok,
volk_32f_reciprocal_32f,a_sse,immutable,ok,
volk_32f_reciprocal_32f,generic,immutable,ok,
volk_32f_reciprocal_32f,u_avx,immutable,ok,
volk_32f_reciprocal_32f,u_avx512,immutable,ok,
volk_32f_reciprocal_32f,u_sse,immutable,ok,
volk_32f_reciprocal_32f,a_avx,impl,ok,
volk_32f_reciprocal_32f,a_avx512,impl,FAIL,16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_reciprocal_32f,a_sse,impl,ok,
volk_32f_reciprocal_32f,generic,impl,ok,
volk_32f_reciprocal_32f,u_avx,impl,ok,
volk_32f_reciprocal_32f,u_avx512,impl,FAIL,16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_reciprocal_32f,u_sse,impl,ok,
volk_32f_reciprocal_32f,generic,misaligned,ok,
volk_32f_reciprocal_32f,u_avx,misaligned,ok,
volk_32f_reciprocal_32f,u_avx512,misaligned,ok,
volk_32f_reciprocal_32f,u_sse,misaligned,ok,
volk_32f_s32f_32f_fm_detect_32f,-,canary,skip,no-qa-entry
volk_32f_s32f_32f_fm_detect_32f,-,immutable,skip,no-qa-entry
volk_32f_s32f_32f_fm_detect_32f,-,misaligned,skip,no-qa-entry
volk_32f_s32f_32f_fm_detect_32f,-,sweep,skip,no-qa-entry
volk_32f_s32f_add_32f,a_avx,canary,ok,
volk_32f_s32f_add_32f,a_sse,canary,ok,
volk_32f_s32f_add_32f,generic,canary,ok,
volk_32f_s32f_add_32f,u_avx,canary,ok,
volk_32f_s32f_add_32f,u_orc,canary,ok,
volk_32f_s32f_add_32f,u_sse,canary,ok,
volk_32f_s32f_add_32f,a_avx,immutable,ok,
volk_32f_s32f_add_32f,a_sse,immutable,ok,
volk_32f_s32f_add_32f,generic,immutable,ok,
volk_32f_s32f_add_32f,u_avx,immutable,ok,
volk_32f_s32f_add_32f,u_orc,immutable,ok,
volk_32f_s32f_add_32f,u_sse,immutable,ok,
volk_32f_s32f_add_32f,a_avx,impl,ok,
volk_32f_s32f_add_32f,a_sse,impl,ok,
volk_32f_s32f_add_32f,generic,impl,ok,
volk_32f_s32f_add_32f,u_avx,impl,ok,
volk_32f_s32f_add_32f,u_orc,impl,ok,
volk_32f_s32f_add_32f,u_sse,impl,ok,
volk_32f_s32f_add_32f,generic,misaligned,ok,
volk_32f_s32f_add_32f,u_avx,misaligned,ok,
volk_32f_s32f_add_32f,u_orc,misaligned,ok,
volk_32f_s32f_add_32f,u_sse,misaligned,ok,
volk_32f_s32f_calc_spectral_noise_floor_32f,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_calc_spectral_noise_floor_32f,a_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_calc_spectral_noise_floor_32f,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_calc_spectral_noise_floor_32f,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_calc_spectral_noise_floor_32f,a_avx,immutable,ok,
volk_32f_s32f_calc_spectral_noise_floor_32f,a_sse,immutable,ok,
volk_32f_s32f_calc_spectral_noise_floor_32f,generic,immutable,ok,
volk_32f_s32f_calc_spectral_noise_floor_32f,u_avx,immutable,ok,
volk_32f_s32f_calc_spectral_noise_floor_32f,a_avx,impl,FAIL,131071 1000003 
volk_32f_s32f_calc_spectral_noise_floor_32f,a_sse,impl,FAIL,27 35 39 131071 1000003 
volk_32f_s32f_calc_spectral_noise_floor_32f,generic,impl,ok,
volk_32f_s32f_calc_spectral_noise_floor_32f,u_avx,impl,FAIL,131071 1000003 
volk_32f_s32f_calc_spectral_noise_floor_32f,generic,misaligned,ok,
volk_32f_s32f_calc_spectral_noise_floor_32f,u_avx,misaligned,ok,
volk_32f_s32f_clamppuppet_32f,-,canary,skip,
volk_32f_s32f_clamppuppet_32f,-,immutable,skip,
volk_32f_s32f_clamppuppet_32f,a_avx2,impl,FAIL,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_clamppuppet_32f,a_sse4_1,impl,FAIL,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_clamppuppet_32f,generic,impl,ok,
volk_32f_s32f_clamppuppet_32f,u_avx2,impl,FAIL,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_clamppuppet_32f,u_sse4_1,impl,FAIL,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_clamppuppet_32f,-,misaligned,skip,
volk_32f_s32f_convert_16i,a_avx,canary,ok,
volk_32f_s32f_convert_16i,a_avx2,canary,ok,
volk_32f_s32f_convert_16i,a_avx512,canary,ok,
volk_32f_s32f_convert_16i,a_sse,canary,ok,
volk_32f_s32f_convert_16i,a_sse2,canary,ok,
volk_32f_s32f_convert_16i,generic,canary,ok,
volk_32f_s32f_convert_16i,u_avx,canary,ok,
volk_32f_s32f_convert_16i,u_avx2,canary,ok,
volk_32f_s32f_convert_16i,u_avx512,canary,ok,
volk_32f_s32f_convert_16i,u_sse,canary,ok,
volk_32f_s32f_convert_16i,u_sse2,canary,ok,
volk_32f_s32f_convert_16i,a_avx,immutable,ok,
volk_32f_s32f_convert_16i,a_avx2,immutable,ok,
volk_32f_s32f_convert_16i,a_avx512,immutable,ok,
volk_32f_s32f_convert_16i,a_sse,immutable,ok,
volk_32f_s32f_convert_16i,a_sse2,immutable,ok,
volk_32f_s32f_convert_16i,generic,immutable,ok,
volk_32f_s32f_convert_16i,u_avx,immutable,ok,
volk_32f_s32f_convert_16i,u_avx2,immutable,ok,
volk_32f_s32f_convert_16i,u_avx512,immutable,ok,
volk_32f_s32f_convert_16i,u_sse,immutable,ok,
volk_32f_s32f_convert_16i,u_sse2,immutable,ok,
volk_32f_s32f_convert_16i,a_avx,impl,ok,
volk_32f_s32f_convert_16i,a_avx2,impl,ok,
volk_32f_s32f_convert_16i,a_avx512,impl,ok,
volk_32f_s32f_convert_16i,a_sse,impl,ok,
volk_32f_s32f_convert_16i,a_sse2,impl,ok,
volk_32f_s32f_convert_16i,generic,impl,ok,
volk_32f_s32f_convert_16i,u_avx,impl,ok,
volk_32f_s32f_convert_16i,u_avx2,impl,ok,
volk_32f_s32f_convert_16i,u_avx512,impl,ok,
volk_32f_s32f_convert_16i,u_sse,impl,ok,
volk_32f_s32f_convert_16i,u_sse2,impl,ok,
volk_32f_s32f_convert_16i,generic,misaligned,ok,
volk_32f_s32f_convert_16i,u_avx,misaligned,ok,
volk_32f_s32f_convert_16i,u_avx2,misaligned,ok,
volk_32f_s32f_convert_16i,u_avx512,misaligned,ok,
volk_32f_s32f_convert_16i,u_sse,misaligned,ok,
volk_32f_s32f_convert_16i,u_sse2,misaligned,ok,
volk_32f_s32f_convert_32i,a_avx,canary,ok,
volk_32f_s32f_convert_32i,a_sse,canary,ok,
volk_32f_s32f_convert_32i,a_sse2,canary,ok,
volk_32f_s32f_convert_32i,generic,canary,ok,
volk_32f_s32f_convert_32i,u_avx,canary,ok,
volk_32f_s32f_convert_32i,u_sse,canary,ok,
volk_32f_s32f_convert_32i,u_sse2,canary,ok,
volk_32f_s32f_convert_32i,a_avx,immutable,ok,
volk_32f_s32f_convert_32i,a_sse,immutable,ok,
volk_32f_s32f_convert_32i,a_sse2,immutable,ok,
volk_32f_s32f_convert_32i,generic,immutable,ok,
volk_32f_s32f_convert_32i,u_avx,immutable,ok,
volk_32f_s32f_convert_32i,u_sse,immutable,ok,
volk_32f_s32f_convert_32i,u_sse2,immutable,ok,
volk_32f_s32f_convert_32i,a_avx,impl,ok,
volk_32f_s32f_convert_32i,a_sse,impl,ok,
volk_32f_s32f_convert_32i,a_sse2,impl,ok,
volk_32f_s32f_convert_32i,generic,impl,ok,
volk_32f_s32f_convert_32i,u_avx,impl,ok,
volk_32f_s32f_convert_32i,u_sse,impl,ok,
volk_32f_s32f_convert_32i,u_sse2,impl,ok,
volk_32f_s32f_convert_32i,generic,misaligned,ok,
volk_32f_s32f_convert_32i,u_avx,misaligned,ok,
volk_32f_s32f_convert_32i,u_sse,misaligned,ok,
volk_32f_s32f_convert_32i,u_sse2,misaligned,ok,
volk_32f_s32f_convert_8i,a_avx2,canary,ok,
volk_32f_s32f_convert_8i,a_avx512,canary,ok,
volk_32f_s32f_convert_8i,a_sse,canary,ok,
volk_32f_s32f_convert_8i,a_sse2,canary,ok,
volk_32f_s32f_convert_8i,generic,canary,ok,
volk_32f_s32f_convert_8i,u_avx2,canary,ok,
volk_32f_s32f_convert_8i,u_avx512,canary,ok,
volk_32f_s32f_convert_8i,u_sse,canary,ok,
volk_32f_s32f_convert_8i,u_sse2,canary,ok,
volk_32f_s32f_convert_8i,a_avx2,immutable,ok,
volk_32f_s32f_convert_8i,a_avx512,immutable,ok,
volk_32f_s32f_convert_8i,a_sse,immutable,ok,
volk_32f_s32f_convert_8i,a_sse2,immutable,ok,
volk_32f_s32f_convert_8i,generic,immutable,ok,
volk_32f_s32f_convert_8i,u_avx2,immutable,ok,
volk_32f_s32f_convert_8i,u_avx512,immutable,ok,
volk_32f_s32f_convert_8i,u_sse,immutable,ok,
volk_32f_s32f_convert_8i,u_sse2,immutable,ok,
volk_32f_s32f_convert_8i,a_avx2,impl,ok,
volk_32f_s32f_convert_8i,a_avx512,impl,ok,
volk_32f_s32f_convert_8i,a_sse,impl,ok,
volk_32f_s32f_convert_8i,a_sse2,impl,ok,
volk_32f_s32f_convert_8i,generic,impl,ok,
volk_32f_s32f_convert_8i,u_avx2,impl,ok,
volk_32f_s32f_convert_8i,u_avx512,impl,ok,
volk_32f_s32f_convert_8i,u_sse,impl,ok,
volk_32f_s32f_convert_8i,u_sse2,impl,ok,
volk_32f_s32f_convert_8i,generic,misaligned,ok,
volk_32f_s32f_convert_8i,u_avx2,misaligned,ok,
volk_32f_s32f_convert_8i,u_avx512,misaligned,ok,
volk_32f_s32f_convert_8i,u_sse,misaligned,ok,
volk_32f_s32f_convert_8i,u_sse2,misaligned,ok,
volk_32f_s32f_convertpuppet_8u,-,canary,skip,
volk_32f_s32f_convertpuppet_8u,-,immutable,skip,
volk_32f_s32f_convertpuppet_8u,a_avx2,impl,ok,
volk_32f_s32f_convertpuppet_8u,a_avx2_fma,impl,ok,
volk_32f_s32f_convertpuppet_8u,a_sse,impl,ok,
volk_32f_s32f_convertpuppet_8u,a_sse2,impl,ok,
volk_32f_s32f_convertpuppet_8u,generic,impl,ok,
volk_32f_s32f_convertpuppet_8u,u_avx2,impl,ok,
volk_32f_s32f_convertpuppet_8u,u_avx2_fma,impl,ok,
volk_32f_s32f_convertpuppet_8u,u_sse,impl,ok,
volk_32f_s32f_convertpuppet_8u,u_sse2,impl,ok,
volk_32f_s32f_convertpuppet_8u,-,misaligned,skip,
volk_32f_s32f_mod_rangepuppet_32f,-,canary,skip,
volk_32f_s32f_mod_rangepuppet_32f,-,immutable,skip,
volk_32f_s32f_mod_rangepuppet_32f,a_avx,impl,ok,
volk_32f_s32f_mod_rangepuppet_32f,a_sse,impl,ok,
volk_32f_s32f_mod_rangepuppet_32f,a_sse2,impl,ok,
volk_32f_s32f_mod_rangepuppet_32f,generic,impl,ok,
volk_32f_s32f_mod_rangepuppet_32f,u_avx,impl,ok,
volk_32f_s32f_mod_rangepuppet_32f,u_sse,impl,ok,
volk_32f_s32f_mod_rangepuppet_32f,u_sse2,impl,ok,
volk_32f_s32f_mod_rangepuppet_32f,-,misaligned,skip,
volk_32f_s32f_multiply_32f,a_avx,canary,ok,
volk_32f_s32f_multiply_32f,a_sse,canary,ok,
volk_32f_s32f_multiply_32f,generic,canary,ok,
volk_32f_s32f_multiply_32f,u_avx,canary,ok,
volk_32f_s32f_multiply_32f,u_orc,canary,ok,
volk_32f_s32f_multiply_32f,u_sse,canary,ok,
volk_32f_s32f_multiply_32f,a_avx,immutable,ok,
volk_32f_s32f_multiply_32f,a_sse,immutable,ok,
volk_32f_s32f_multiply_32f,generic,immutable,ok,
volk_32f_s32f_multiply_32f,u_avx,immutable,ok,
volk_32f_s32f_multiply_32f,u_orc,immutable,ok,
volk_32f_s32f_multiply_32f,u_sse,immutable,ok,
volk_32f_s32f_multiply_32f,a_avx,impl,ok,
volk_32f_s32f_multiply_32f,a_sse,impl,ok,
volk_32f_s32f_multiply_32f,generic,impl,ok,
volk_32f_s32f_multiply_32f,u_avx,impl,ok,
volk_32f_s32f_multiply_32f,u_orc,impl,ok,
volk_32f_s32f_multiply_32f,u_sse,impl,ok,
volk_32f_s32f_multiply_32f,generic,misaligned,ok,
volk_32f_s32f_multiply_32f,u_avx,misaligned,ok,
volk_32f_s32f_multiply_32f,u_orc,misaligned,ok,
volk_32f_s32f_multiply_32f,u_sse,misaligned,ok,
volk_32f_s32f_normalize,-,canary,skip,
volk_32f_s32f_normalize,-,immutable,skip,
volk_32f_s32f_normalize,a_avx,impl,ok,
volk_32f_s32f_normalize,a_sse,impl,ok,
volk_32f_s32f_normalize,generic,impl,ok,
volk_32f_s32f_normalize,u_avx,impl,ok,
volk_32f_s32f_normalize,u_orc,impl,ok,
volk_32f_s32f_normalize,generic,misaligned,ok,
volk_32f_s32f_normalize,u_avx,misaligned,ok,
volk_32f_s32f_normalize,u_orc,misaligned,ok,
volk_32f_s32f_power_32f,generic,canary,ok,
volk_32f_s32f_power_32f,generic,immutable,ok,
volk_32f_s32f_power_32f,generic,misaligned,ok,
volk_32f_s32f_power_32f,-,sweep,skip,no-qa-entry
volk_32f_s32f_s32f_mod_range_32f,-,canary,skip,no-qa-entry
volk_32f_s32f_s32f_mod_range_32f,-,immutable,skip,no-qa-entry
volk_32f_s32f_s32f_mod_range_32f,-,misaligned,skip,no-qa-entry
volk_32f_s32f_s32f_mod_range_32f,-,sweep,skip,no-qa-entry
volk_32f_s32f_stddev_32f,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_stddev_32f,a_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_stddev_32f,a_sse4_1,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_stddev_32f,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_stddev_32f,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_s32f_stddev_32f,a_avx,immutable,ok,
volk_32f_s32f_stddev_32f,a_sse,immutable,ok,
volk_32f_s32f_stddev_32f,a_sse4_1,immutable,ok,
volk_32f_s32f_stddev_32f,generic,immutable,ok,
volk_32f_s32f_stddev_32f,u_avx,immutable,ok,
volk_32f_s32f_stddev_32f,a_avx,impl,ok,
volk_32f_s32f_stddev_32f,a_sse,impl,ok,
volk_32f_s32f_stddev_32f,a_sse4_1,impl,ok,
volk_32f_s32f_stddev_32f,generic,impl,ok,
volk_32f_s32f_stddev_32f,u_avx,impl,ok,
volk_32f_s32f_stddev_32f,generic,misaligned,ok,
volk_32f_s32f_stddev_32f,u_avx,misaligned,ok,
volk_32f_s32f_x2_clamp_32f,-,canary,skip,no-qa-entry
volk_32f_s32f_x2_clamp_32f,-,immutable,skip,no-qa-entry
volk_32f_s32f_x2_clamp_32f,-,misaligned,skip,no-qa-entry
volk_32f_s32f_x2_clamp_32f,-,sweep,skip,no-qa-entry
volk_32f_s32f_x2_convert_8u,-,canary,skip,no-qa-entry
volk_32f_s32f_x2_convert_8u,-,immutable,skip,no-qa-entry
volk_32f_s32f_x2_convert_8u,-,misaligned,skip,no-qa-entry
volk_32f_s32f_x2_convert_8u,-,sweep,skip,no-qa-entry
volk_32f_sin_32f,a_avx2,canary,ok,
volk_32f_sin_32f,a_avx2_fma,canary,ok,
volk_32f_sin_32f,a_avx512f,canary,ok,
volk_32f_sin_32f,a_sse4_1,canary,ok,
volk_32f_sin_32f,generic,canary,ok,
volk_32f_sin_32f,polynomial,canary,ok,
volk_32f_sin_32f,u_avx2,canary,ok,
volk_32f_sin_32f,u_avx2_fma,canary,ok,
volk_32f_sin_32f,u_avx512f,canary,ok,
volk_32f_sin_32f,u_sse4_1,canary,ok,
volk_32f_sin_32f,a_avx2,immutable,ok,
volk_32f_sin_32f,a_avx2_fma,immutable,ok,
volk_32f_sin_32f,a_avx512f,immutable,ok,
volk_32f_sin_32f,a_sse4_1,immutable,ok,
volk_32f_sin_32f,generic,immutable,ok,
volk_32f_sin_32f,polynomial,immutable,ok,
volk_32f_sin_32f,u_avx2,immutable,ok,
volk_32f_sin_32f,u_avx2_fma,immutable,ok,
volk_32f_sin_32f,u_avx512f,immutable,ok,
volk_32f_sin_32f,u_sse4_1,immutable,ok,
volk_32f_sin_32f,a_avx2,impl,ok,
volk_32f_sin_32f,a_avx2_fma,impl,ok,
volk_32f_sin_32f,a_avx512f,impl,ok,
volk_32f_sin_32f,a_sse4_1,impl,ok,
volk_32f_sin_32f,generic,impl,ok,
volk_32f_sin_32f,polynomial,impl,ok,
volk_32f_sin_32f,u_avx2,impl,ok,
volk_32f_sin_32f,u_avx2_fma,impl,ok,
volk_32f_sin_32f,u_avx512f,impl,ok,
volk_32f_sin_32f,u_sse4_1,impl,ok,
volk_32f_sin_32f,generic,misaligned,ok,
volk_32f_sin_32f,polynomial,misaligned,ok,
volk_32f_sin_32f,u_avx2,misaligned,ok,
volk_32f_sin_32f,u_avx2_fma,misaligned,ok,
volk_32f_sin_32f,u_avx512f,misaligned,ok,
volk_32f_sin_32f,u_sse4_1,misaligned,ok,
volk_32f_sincos_32f_x2,a_avx2,canary,ok,
volk_32f_sincos_32f_x2,a_avx2_fma,canary,ok,
volk_32f_sincos_32f_x2,a_avx512f,canary,ok,
volk_32f_sincos_32f_x2,a_sse4_1,canary,ok,
volk_32f_sincos_32f_x2,generic,canary,ok,
volk_32f_sincos_32f_x2,polynomial,canary,ok,
volk_32f_sincos_32f_x2,u_avx2,canary,ok,
volk_32f_sincos_32f_x2,u_avx2_fma,canary,ok,
volk_32f_sincos_32f_x2,u_avx512f,canary,ok,
volk_32f_sincos_32f_x2,u_sse4_1,canary,ok,
volk_32f_sincos_32f_x2,a_avx2,immutable,ok,
volk_32f_sincos_32f_x2,a_avx2_fma,immutable,ok,
volk_32f_sincos_32f_x2,a_avx512f,immutable,ok,
volk_32f_sincos_32f_x2,a_sse4_1,immutable,ok,
volk_32f_sincos_32f_x2,generic,immutable,ok,
volk_32f_sincos_32f_x2,polynomial,immutable,ok,
volk_32f_sincos_32f_x2,u_avx2,immutable,ok,
volk_32f_sincos_32f_x2,u_avx2_fma,immutable,ok,
volk_32f_sincos_32f_x2,u_avx512f,immutable,ok,
volk_32f_sincos_32f_x2,u_sse4_1,immutable,ok,
volk_32f_sincos_32f_x2,a_avx2,impl,ok,
volk_32f_sincos_32f_x2,a_avx2_fma,impl,ok,
volk_32f_sincos_32f_x2,a_avx512f,impl,ok,
volk_32f_sincos_32f_x2,a_sse4_1,impl,ok,
volk_32f_sincos_32f_x2,generic,impl,ok,
volk_32f_sincos_32f_x2,polynomial,impl,ok,
volk_32f_sincos_32f_x2,u_avx2,impl,ok,
volk_32f_sincos_32f_x2,u_avx2_fma,impl,ok,
volk_32f_sincos_32f_x2,u_avx512f,impl,ok,
volk_32f_sincos_32f_x2,u_sse4_1,impl,ok,
volk_32f_sincos_32f_x2,generic,misaligned,ok,
volk_32f_sincos_32f_x2,polynomial,misaligned,ok,
volk_32f_sincos_32f_x2,u_avx2,misaligned,ok,
volk_32f_sincos_32f_x2,u_avx2_fma,misaligned,ok,
volk_32f_sincos_32f_x2,u_avx512f,misaligned,ok,
volk_32f_sincos_32f_x2,u_sse4_1,misaligned,ok,
volk_32f_sqrt_32f,a_avx,canary,ok,
volk_32f_sqrt_32f,a_avx2,canary,ok,
volk_32f_sqrt_32f,a_avx512,canary,ok,
volk_32f_sqrt_32f,a_sse,canary,ok,
volk_32f_sqrt_32f,generic,canary,ok,
volk_32f_sqrt_32f,u_avx,canary,ok,
volk_32f_sqrt_32f,u_avx2,canary,ok,
volk_32f_sqrt_32f,u_avx512,canary,ok,
volk_32f_sqrt_32f,u_sse,canary,ok,
volk_32f_sqrt_32f,a_avx,immutable,ok,
volk_32f_sqrt_32f,a_avx2,immutable,ok,
volk_32f_sqrt_32f,a_avx512,immutable,ok,
volk_32f_sqrt_32f,a_sse,immutable,ok,
volk_32f_sqrt_32f,generic,immutable,ok,
volk_32f_sqrt_32f,u_avx,immutable,ok,
volk_32f_sqrt_32f,u_avx2,immutable,ok,
volk_32f_sqrt_32f,u_avx512,immutable,ok,
volk_32f_sqrt_32f,u_sse,immutable,ok,
volk_32f_sqrt_32f,a_avx,impl,ok,
volk_32f_sqrt_32f,a_avx2,impl,ok,
volk_32f_sqrt_32f,a_avx512,impl,ok,
volk_32f_sqrt_32f,a_sse,impl,ok,
volk_32f_sqrt_32f,generic,impl,ok,
volk_32f_sqrt_32f,u_avx,impl,ok,
volk_32f_sqrt_32f,u_avx2,impl,ok,
volk_32f_sqrt_32f,u_avx512,impl,ok,
volk_32f_sqrt_32f,u_sse,impl,ok,
volk_32f_sqrt_32f,generic,misaligned,ok,
volk_32f_sqrt_32f,u_avx,misaligned,ok,
volk_32f_sqrt_32f,u_avx2,misaligned,ok,
volk_32f_sqrt_32f,u_avx512,misaligned,ok,
volk_32f_sqrt_32f,u_sse,misaligned,ok,
volk_32f_stddev_and_mean_32f_x2,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_stddev_and_mean_32f_x2,a_sse,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_stddev_and_mean_32f_x2,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_32f_stddev_and_mean_32f_x2,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
